0.783980582524272	12	3.03676470588235	68	268	152
1.0259019426457	21	9.11882998171846	423	606	173
0.314087759815243	9	4.43544857768052	45	373	88
0.145363408521303	4	4.02325581395349	51	356	35
1.37450980392157	15	6.81467181467182	190	222	93
0.0678294573643411	3	0.32621359223301	10	494	411
1.43205574912892	11	13.1996124031008	874	230	51
1.074	18	9.60521042084168	102	253	62
1.00896860986547	17	40.9289099526066	493	265	19
0.451807228915663	15	2.28772635814889	34	372	156
1.11363636363636	8	86.6754807692308	971	205	4
0.48496993987976	8	7.28118811881188	1231	364	166
